vehicle_id,event,event_ts
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-16T23:02:44.000029+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-10-13T16:25:35.000000+0000
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-28T00:50:36.000002+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-10-28T17:09:55.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-10-04T18:59:30.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-10-12T03:46:55.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-10-30T17:23:18.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-12-20T20:13:45.000000+0000
ef67f6d6-196a-4bc0-94fa-c13ad9672dac,ignitionOn,2023-01-02T22:51:28.000002+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-11-30T21:44:25.000000+0000
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-22T21:52:45.000242+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2022-01-25T05:12:29.000000+0000
8ce8b281-3c5e-4b17-a863-630b9fc813dc,ignitionOff,2023-01-26T23:08:15.000026+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-09-03T02:32:03.000000+0000
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2021-12-22T14:22:11.394000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-11-26T15:45:06.000000+0000
ef67f6d6-196a-4bc0-94fa-c13ad9672dac,ignitionOff,2023-01-19T18:08:24.000100+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2021-12-12T21:20:17.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2022-01-05T19:44:48.000000+0000
fb20e847-d2a1-4583-b874-393c9d1f3db9,artificial_event,2022-01-11T08:38:14.018000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2023-01-01T03:47:56.000002+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-10-03T16:40:13.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2022-01-04T16:11:34.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-10-07T15:00:42.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2022-01-03T18:46:35.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOn,2021-11-10T23:49:56.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-12-01T14:26:01.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-12-09T15:06:57.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-12-15T21:42:37.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-11-06T02:36:20.000000+0000
ef67f6d6-196a-4bc0-94fa-c13ad9672dac,ignitionOn,2023-01-02T17:36:47.000002+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2022-01-08T04:20:45.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOff,2021-09-28T21:39:54.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2023-01-19T21:40:14.000002+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOn,2022-01-27T23:09:48.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-09-23T18:10:13.000000+0000
8ce8b281-3c5e-4b17-a863-630b9fc813dc,ignitionOn,2023-01-15T05:13:41.000002+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOff,2021-11-27T16:04:53.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2022-01-13T14:03:43.000000+0000
9eb5ac45-bbf9-4a07-83d8-044372f336c7,ignitionOff,2023-01-19T20:36:00.000031+0000
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-06T05:23:09.000400+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-11-05T01:34:36.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOn,2021-09-09T22:51:13.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-11-10T00:17:41.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2023-01-06T18:36:45.000002+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-09-17T19:17:38.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-10-12T14:21:02.000000+0000
9eb5ac45-bbf9-4a07-83d8-044372f336c7,ignitionOff,2023-01-28T04:44:28.000029+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-09-28T21:49:43.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-11-13T07:24:45.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-10-30T17:36:55.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2023-01-22T07:34:51.000020+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-12-28T19:30:24.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOff,2021-09-06T23:21:45.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-12-04T19:15:05.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOff,2023-01-07T03:40:13.000029+0000
807158a9-c266-4cda-b061-e76314b1b422,ignitionOn,2023-01-26T21:29:38.000002+0000
ef67f6d6-196a-4bc0-94fa-c13ad9672dac,ignitionOn,2023-01-17T15:43:46.000033+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOff,2021-10-16T22:39:58.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-11-01T01:24:52.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOff,2021-09-21T16:40:49.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOff,2021-09-19T00:26:36.000000+0000
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-01T09:02:57.000039+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2022-01-07T18:55:03.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2022-01-23T20:13:05.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOn,2022-01-20T15:25:03.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2022-01-13T20:38:01.000000+0000
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-09T23:50:28.000038+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-10-26T20:19:13.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2022-01-17T23:58:31.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-10-02T20:22:06.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-10-16T17:39:12.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-11-09T15:52:40.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-12-21T00:07:28.000000+0000
19c4f06a-d5c7-4e51-ae2c-56c5367c0d50,artificial_event,2022-01-08T01:12:59.040000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2022-01-20T13:56:38.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOff,2023-01-28T03:22:03.000020+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-11-19T14:29:19.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2021-11-01T16:26:19.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-09-13T04:03:54.000000+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOff,2023-01-16T19:12:43.000011+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOn,2021-10-12T22:24:20.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOff,2021-12-15T00:23:32.000000+0000
8ce8b281-3c5e-4b17-a863-630b9fc813dc,ignitionOn,2023-01-05T03:23:53.000002+0000
8ce8b281-3c5e-4b17-a863-630b9fc813dc,ignitionOff,2023-01-21T01:19:35.000009+0000
9893c80d-f282-46cf-a794-280f0306c936,ignitionOn,2021-09-13T14:37:19.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOn,2021-10-18T15:45:47.000000+0000
d44b765e-d86f-46f8-ba46-8cd913c49285,ignitionOff,2021-12-05T03:13:22.000000+0000
ef67f6d6-196a-4bc0-94fa-c13ad9672dac,ignitionOn,2023-01-19T22:55:15.000002+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-09-08T16:27:21.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2021-12-11T02:49:28.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2021-12-29T13:39:45.000000+0000
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOn,2023-01-13T22:45:35.000002+0000
56d8ca94-9b18-41d1-831f-7afd905326d4,ignitionOff,2023-01-20T01:26:05.000002+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-10-13T05:00:58.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2021-10-17T01:13:30.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOn,2021-11-04T18:53:44.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,ignitionOff,2022-01-27T20:21:34.000000+0000
cefc7df0-cf57-46ab-8180-55d437e07d9f,ignitionOff,2023-01-03T03:04:11.000034+0000
ef67f6d6-196a-4bc0-94fa-c13ad9672dac,ignitionOn,2023-01-23T15:11:55.000002+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOn,2021-10-08T12:32:35.000000+0000
fc86bd41-dd55-4d15-bb3f-35e31c7759e6,ignitionOff,2021-11-15T16:20:58.000000+0000
4d210a10-6c23-41c4-92e1-5b1833f7b54a,artificial_event,2022-01-12T17:21:40.017000+0000
8ce8b281-3c5e-4b17-a863-630b9fc813dc,ignitionOn,2023-01-05T04:16:29.000002+0000
